age,job,marital,education,race,default,balance,housing,contact,duration,contactndays,signed up,gender
58,unemployed,married,secondary,white,no,315,yes,cellular,36,-1,0,m
44,services,divorced,secondary,asian,no,0,yes,cellular,151,370,0,m
36,services,single,secondary,hispanic,no,1227,yes,cellular,775,341,1,m
34,management,single,tertiary,asian,no,1058,yes,cellular,240,-1,0,m
29,admin.,single,secondary,hispanic,no,915,yes,unknown,103,-1,0,m
45,blue-collar,married,primary,asian,no,-455,yes,cellular,161,-1,0,f
33,services,single,secondary,white,no,187,yes,cellular,168,326,0,f
37,unemployed,single,secondary,asian,no,381,yes,unknown,985,-1,1,f
33,entrepreneur,married,tertiary,asian,no,0,yes,cellular,114,-1,0,f
57,blue-collar,married,secondary,hispanic,no,221,yes,unknown,122,-1,0,m
43,services,single,secondary,asian,no,0,yes,cellular,88,-1,0,f
38,admin.,married,secondary,asian,no,47,yes,cellular,120,98,0,m
54,self-employed,married,primary,white,no,277,yes,unknown,360,-1,0,f
51,blue-collar,married,unknown,black,no,226,yes,unknown,17,-1,0,m
37,management,married,tertiary,asian,no,900,yes,cellular,116,18,0,f
36,technician,married,tertiary,hispanic,no,1473,yes,cellular,206,-1,0,f
33,management,married,tertiary,white,no,3,yes,cellular,163,-1,0,f
34,admin.,married,secondary,hispanic,no,159,yes,cellular,124,-1,0,f
41,blue-collar,married,primary,white,no,1052,yes,unknown,335,-1,0,m
42,management,single,secondary,black,no,900,yes,unknown,6,524,0,m
39,services,married,secondary,white,no,1438,yes,unknown,212,-1,0,f
36,services,divorced,secondary,white,no,241,yes,unknown,133,-1,0,m
38,admin.,divorced,secondary,black,no,74,yes,cellular,279,-1,0,m
34,blue-collar,married,secondary,asian,no,504,yes,unknown,260,-1,0,f
60,blue-collar,married,unknown,black,no,2090,yes,cellular,957,-1,1,m
33,housemaid,married,secondary,black,no,0,yes,cellular,85,-1,0,m
32,management,single,tertiary,black,no,2551,yes,cellular,638,-1,1,f
39,blue-collar,married,primary,black,no,2133,yes,unknown,179,-1,0,f
33,technician,single,tertiary,hispanic,no,1393,yes,cellular,1127,-1,1,m
30,blue-collar,single,secondary,asian,no,-390,yes,cellular,275,-1,0,m
30,self-employed,single,tertiary,hispanic,no,901,yes,unknown,601,-1,0,f
46,entrepreneur,single,tertiary,hispanic,no,580,yes,unknown,36,-1,0,m
44,blue-collar,married,primary,asian,no,622,yes,unknown,66,-1,0,f
34,management,married,tertiary,asian,no,6808,yes,cellular,8,-1,0,m
26,blue-collar,married,primary,asian,no,500,yes,unknown,21,-1,0,f
45,blue-collar,divorced,primary,hispanic,no,594,yes,unknown,833,-1,1,m
30,admin.,married,secondary,black,no,187,yes,cellular,106,-1,0,f
32,blue-collar,married,secondary,hispanic,no,3514,yes,unknown,226,-1,0,f
32,blue-collar,married,primary,asian,no,3136,yes,cellular,820,-1,1,m
26,admin.,married,secondary,black,no,416,yes,unknown,172,-1,0,f
39,blue-collar,married,secondary,asian,no,1386,yes,unknown,193,-1,0,f
40,management,married,tertiary,white,no,526,yes,cellular,113,-1,0,m
47,services,married,secondary,black,no,344,yes,unknown,87,-1,0,f
29,blue-collar,single,secondary,hispanic,no,1958,yes,cellular,643,-1,0,f
43,management,married,tertiary,black,no,400,yes,unknown,256,-1,0,f
36,management,single,tertiary,white,no,442,yes,cellular,102,-1,0,f
32,services,single,secondary,asian,no,38,yes,unknown,66,-1,0,m
38,admin.,single,tertiary,white,no,3954,yes,cellular,201,182,0,m
57,services,married,secondary,asian,no,5486,yes,cellular,86,285,0,m
35,blue-collar,married,secondary,hispanic,no,0,yes,cellular,19,360,0,m
53,management,married,tertiary,black,no,3443,yes,unknown,48,-1,0,f
47,technician,married,secondary,asian,no,568,yes,telephone,256,-1,0,f
61,blue-collar,divorced,primary,asian,no,1428,yes,unknown,82,-1,0,f
47,blue-collar,married,secondary,hispanic,no,-337,yes,cellular,366,-1,0,m
49,self-employed,married,tertiary,asian,no,99,yes,cellular,83,-1,0,m
30,management,married,tertiary,hispanic,no,49,yes,unknown,359,-1,0,f
33,management,married,tertiary,asian,no,271,yes,cellular,801,-1,1,f
57,management,married,tertiary,hispanic,yes,1218,yes,cellular,317,-1,0,f
33,self-employed,married,secondary,black,no,49,yes,cellular,170,-1,0,m
32,blue-collar,single,secondary,asian,no,2696,yes,unknown,445,-1,0,m
31,admin.,married,secondary,asian,no,4457,yes,cellular,225,146,0,m
35,management,single,tertiary,asian,no,4348,yes,cellular,1074,217,0,f
57,admin.,single,secondary,white,no,7400,yes,cellular,485,-1,0,f
29,admin.,married,secondary,black,no,22171,yes,cellular,44,355,0,m
39,technician,married,tertiary,asian,no,94,yes,unknown,813,-1,1,m
36,blue-collar,married,secondary,asian,no,3935,yes,unknown,220,-1,0,f
44,blue-collar,married,secondary,white,no,376,yes,cellular,61,-1,0,f
29,student,single,secondary,black,no,110,yes,unknown,169,-1,0,f
36,services,married,secondary,asian,no,878,yes,cellular,108,-1,0,m
44,admin.,married,primary,asian,no,248,yes,unknown,234,-1,0,f
41,technician,single,secondary,black,no,1147,yes,unknown,17,-1,0,m
33,technician,married,secondary,hispanic,no,2362,yes,cellular,271,-1,0,m
34,blue-collar,single,primary,black,no,-109,yes,cellular,860,-1,1,m
32,services,single,secondary,white,no,808,yes,cellular,322,-1,0,f
33,blue-collar,single,secondary,black,no,76,yes,unknown,1141,-1,1,f
55,retired,married,primary,white,no,-90,yes,unknown,634,-1,0,m
33,management,single,tertiary,white,no,1240,yes,cellular,505,260,0,m
47,blue-collar,married,secondary,white,no,863,yes,unknown,943,-1,1,f
53,entrepreneur,married,tertiary,asian,no,54,yes,cellular,123,169,0,f
33,blue-collar,single,secondary,black,no,5137,yes,cellular,123,-1,0,m
38,admin.,single,unknown,hispanic,no,0,yes,cellular,64,-1,0,f
31,management,single,tertiary,white,no,816,yes,cellular,302,40,0,m
37,services,married,secondary,asian,no,895,yes,cellular,219,245,0,m
31,entrepreneur,married,secondary,asian,no,10,yes,cellular,161,188,0,m
43,entrepreneur,married,unknown,asian,no,0,yes,cellular,380,-1,0,m
47,technician,married,tertiary,asian,no,831,yes,unknown,316,-1,0,f
34,management,divorced,tertiary,black,no,500,yes,unknown,399,-1,0,f
36,management,single,tertiary,asian,no,0,yes,unknown,88,-1,0,m
25,management,married,tertiary,asian,no,51,yes,cellular,127,-1,0,m
36,management,married,tertiary,hispanic,no,-381,yes,cellular,30,-1,0,f
34,entrepreneur,married,tertiary,hispanic,no,475,yes,cellular,1156,-1,0,m
33,services,married,secondary,hispanic,no,360,yes,cellular,103,185,0,m
39,admin.,married,secondary,hispanic,no,9618,yes,cellular,94,338,0,m
40,admin.,married,secondary,black,no,153,yes,unknown,159,-1,0,f
36,blue-collar,married,secondary,asian,no,590,yes,unknown,282,-1,0,f
52,blue-collar,married,primary,asian,no,-637,yes,cellular,161,174,0,m
29,services,single,secondary,hispanic,no,31,yes,cellular,82,369,0,f
29,self-employed,single,tertiary,hispanic,no,270,yes,cellular,94,274,0,m
48,services,divorced,secondary,hispanic,no,457,yes,cellular,199,326,0,m
36,technician,single,secondary,hispanic,no,27,yes,cellular,631,260,1,f
32,admin.,married,secondary,white,no,305,yes,unknown,200,-1,0,m
32,management,single,tertiary,hispanic,no,258,yes,cellular,131,-1,0,m
51,technician,divorced,secondary,hispanic,no,5964,yes,cellular,577,-1,0,m
33,technician,married,secondary,white,no,399,yes,cellular,143,-1,0,f
33,technician,married,secondary,asian,no,3071,yes,cellular,46,122,0,f
59,management,married,tertiary,black,no,3165,yes,unknown,278,-1,0,f
29,blue-collar,single,secondary,hispanic,no,-37,yes,unknown,182,-1,0,m
38,management,married,tertiary,asian,no,516,yes,telephone,198,-1,0,m
59,management,single,secondary,white,no,671,yes,cellular,219,259,0,m
39,blue-collar,married,primary,hispanic,no,33,yes,cellular,211,-1,0,m
43,services,divorced,secondary,white,no,7816,yes,telephone,16,-1,0,f
36,management,married,tertiary,white,no,125,yes,unknown,355,-1,0,m
31,admin.,married,secondary,asian,no,774,yes,cellular,93,-1,0,m
39,blue-collar,married,unknown,white,no,1181,yes,cellular,650,-1,1,f
37,services,married,secondary,hispanic,no,3429,yes,unknown,81,-1,0,f
34,technician,single,secondary,hispanic,no,1161,yes,unknown,192,-1,0,f
30,admin.,married,secondary,black,no,-150,yes,cellular,174,365,0,f
38,management,single,tertiary,asian,no,11971,yes,cellular,327,-1,0,m
36,unemployed,married,secondary,asian,no,352,yes,cellular,94,-1,0,f
29,blue-collar,married,secondary,white,no,721,yes,cellular,644,-1,0,m
34,admin.,single,secondary,asian,no,5057,yes,cellular,73,-1,0,f
39,management,married,secondary,hispanic,no,517,yes,cellular,240,136,0,f
34,management,married,tertiary,black,no,1870,yes,cellular,68,-1,0,f
42,management,married,tertiary,hispanic,no,1680,yes,unknown,765,-1,0,m
43,admin.,married,secondary,white,no,-465,yes,cellular,166,-1,0,m
43,blue-collar,married,unknown,white,no,-633,yes,unknown,277,-1,0,f
29,management,married,tertiary,black,no,20,yes,cellular,418,-1,0,f
36,services,married,secondary,asian,no,895,yes,unknown,622,-1,0,m
40,management,single,primary,white,no,259,yes,cellular,70,-1,0,f
47,blue-collar,married,secondary,black,no,802,yes,cellular,289,-1,1,m
36,management,single,tertiary,hispanic,no,4543,yes,unknown,252,-1,0,f
34,management,single,tertiary,hispanic,no,48,yes,cellular,810,93,1,f
37,management,single,tertiary,white,no,411,yes,cellular,142,-1,0,m
46,blue-collar,married,primary,asian,no,620,yes,cellular,174,-1,0,m
42,management,married,tertiary,white,no,255,yes,unknown,238,-1,0,m
46,admin.,married,primary,hispanic,no,31,yes,unknown,144,-1,0,f
38,blue-collar,married,primary,asian,no,-459,yes,cellular,219,-1,0,m
27,student,single,secondary,white,no,3096,yes,telephone,62,357,0,m
47,housemaid,married,primary,black,no,0,yes,telephone,193,-1,0,m
32,admin.,married,secondary,hispanic,no,-540,yes,unknown,53,-1,0,m
47,services,married,secondary,asian,no,2070,yes,unknown,136,-1,0,f
29,admin.,single,tertiary,black,no,1501,yes,cellular,316,-1,0,f
56,blue-collar,married,primary,hispanic,no,-116,yes,cellular,1014,-1,0,f
30,technician,single,secondary,white,no,513,yes,cellular,241,-1,0,f
47,admin.,married,secondary,white,no,0,yes,cellular,56,-1,0,f
31,admin.,single,secondary,white,no,2104,yes,unknown,455,-1,0,f
32,admin.,single,secondary,asian,no,6042,yes,cellular,183,361,0,m
41,management,divorced,tertiary,white,no,47,yes,unknown,160,-1,0,m
53,management,married,tertiary,white,no,7249,yes,cellular,350,-1,0,m
35,admin.,married,secondary,white,no,348,yes,cellular,323,-1,0,m
46,technician,married,secondary,hispanic,no,399,yes,unknown,699,-1,0,m
33,services,single,secondary,hispanic,no,100,yes,cellular,11,297,0,m
35,admin.,married,secondary,asian,no,-244,yes,cellular,118,-1,0,m
31,technician,single,secondary,hispanic,no,656,yes,cellular,158,275,0,f
35,services,single,secondary,white,no,1742,yes,cellular,39,-1,0,m
35,management,married,tertiary,hispanic,no,24,yes,unknown,243,-1,0,f
31,admin.,married,secondary,black,no,7634,yes,unknown,216,-1,0,f
31,management,divorced,tertiary,hispanic,no,106,yes,cellular,67,202,0,f
50,admin.,divorced,secondary,white,no,3423,yes,unknown,192,-1,0,m
30,management,single,tertiary,white,no,2186,yes,unknown,366,-1,0,m
54,management,divorced,tertiary,asian,no,12018,yes,cellular,267,-1,1,f
37,blue-collar,single,secondary,hispanic,no,5742,yes,cellular,588,-1,0,m
32,unemployed,married,secondary,black,yes,2,yes,unknown,178,-1,0,f
39,admin.,married,secondary,white,no,607,yes,cellular,454,364,1,m
41,management,married,secondary,asian,no,41,yes,cellular,177,364,0,f
35,blue-collar,married,primary,hispanic,no,-239,yes,unknown,281,-1,0,f
32,unemployed,married,tertiary,white,no,283,yes,cellular,151,-1,0,m
35,blue-collar,married,primary,hispanic,no,883,yes,unknown,18,-1,0,m
45,technician,single,secondary,hispanic,no,1044,yes,unknown,239,-1,0,m
57,management,married,secondary,black,no,0,yes,cellular,725,-1,0,m
29,admin.,single,secondary,white,no,-507,yes,unknown,286,-1,0,f
47,blue-collar,divorced,primary,hispanic,yes,0,yes,cellular,327,-1,0,f
47,blue-collar,married,primary,white,no,-100,yes,unknown,374,-1,0,f
35,technician,single,secondary,black,no,1467,yes,cellular,381,-1,0,m
38,admin.,married,secondary,hispanic,no,766,yes,cellular,461,335,0,m
36,blue-collar,married,secondary,hispanic,no,722,yes,unknown,816,-1,0,m
32,blue-collar,married,secondary,asian,no,113,yes,unknown,235,-1,0,f
31,management,married,secondary,hispanic,no,1368,yes,cellular,129,-1,0,f
31,blue-collar,divorced,secondary,black,no,6,yes,cellular,821,-1,0,f
36,services,single,secondary,asian,no,1482,yes,cellular,177,174,0,m
36,management,married,tertiary,white,no,549,yes,cellular,72,-1,0,m
38,blue-collar,married,secondary,asian,no,20,yes,unknown,402,-1,0,f
30,blue-collar,married,primary,asian,no,453,yes,unknown,445,-1,0,m
31,admin.,married,secondary,black,no,368,yes,cellular,414,361,0,m
40,blue-collar,single,secondary,black,no,322,yes,cellular,201,-1,0,m
40,management,divorced,tertiary,asian,no,69,yes,cellular,149,-1,0,f
52,technician,married,secondary,white,no,195,yes,cellular,110,205,0,f
27,blue-collar,single,secondary,asian,no,1065,yes,unknown,313,-1,0,f
30,services,married,secondary,white,no,-134,yes,cellular,61,-1,0,m
34,technician,single,secondary,black,no,347,yes,cellular,154,197,0,m
32,services,single,secondary,asian,no,1987,yes,telephone,36,176,0,f
35,student,married,tertiary,hispanic,no,387,yes,cellular,1024,347,1,f
34,management,married,tertiary,asian,no,1518,yes,cellular,128,-1,0,m
37,services,married,secondary,black,no,0,yes,cellular,330,-1,0,m
34,technician,married,secondary,white,no,46,yes,unknown,412,-1,0,m
40,blue-collar,single,secondary,white,no,1,yes,unknown,190,-1,0,m
45,services,married,primary,hispanic,no,266,yes,cellular,376,-1,0,m
58,retired,married,primary,white,no,3401,yes,cellular,84,265,0,m
46,blue-collar,married,primary,asian,no,1483,yes,unknown,174,-1,0,m
54,management,divorced,tertiary,white,no,432,yes,cellular,160,-1,0,f
36,unemployed,married,secondary,black,yes,-318,yes,unknown,133,-1,0,m
38,management,divorced,tertiary,black,no,0,yes,cellular,18,-1,0,f
40,management,married,primary,hispanic,no,1231,yes,unknown,184,-1,0,f
47,admin.,married,secondary,hispanic,no,-245,yes,unknown,145,-1,0,f
29,services,single,secondary,white,no,40,yes,cellular,105,355,0,m
21,student,single,secondary,hispanic,no,99,yes,unknown,49,-1,0,m
34,entrepreneur,married,secondary,black,no,183,yes,cellular,339,-1,0,f
40,blue-collar,married,secondary,black,no,1386,yes,cellular,396,151,0,f
53,blue-collar,divorced,secondary,hispanic,no,517,yes,unknown,188,-1,0,m
28,management,single,tertiary,asian,no,3238,yes,unknown,7,-1,0,f
38,blue-collar,single,primary,white,no,522,yes,unknown,156,-1,0,f
48,blue-collar,married,secondary,asian,no,-85,yes,cellular,56,343,0,f
54,admin.,married,secondary,asian,no,5084,yes,cellular,69,-1,0,f
51,blue-collar,married,primary,hispanic,no,5206,yes,cellular,168,-1,0,m
35,management,single,tertiary,hispanic,no,824,yes,cellular,693,-1,0,m
44,services,married,secondary,asian,no,-236,yes,cellular,218,113,0,f
34,services,married,secondary,hispanic,no,382,yes,cellular,149,-1,0,f
34,blue-collar,married,primary,asian,no,1666,yes,unknown,30,-1,0,f
29,entrepreneur,married,secondary,white,no,65,yes,cellular,19,-1,0,f
28,services,single,secondary,asian,no,117,yes,cellular,133,-1,0,f
45,technician,single,tertiary,asian,no,302,yes,cellular,22,154,0,m
34,technician,single,secondary,black,no,440,yes,cellular,445,345,0,f
24,technician,single,secondary,asian,no,-46,yes,unknown,23,-1,0,m
54,management,married,tertiary,black,no,107,yes,unknown,324,-1,0,f
44,housemaid,married,primary,black,no,241,yes,telephone,164,-1,0,m
24,blue-collar,single,secondary,white,no,833,yes,cellular,956,-1,1,f
31,technician,single,secondary,asian,no,667,yes,cellular,279,-1,0,f
49,services,single,unknown,hispanic,no,5095,yes,cellular,127,157,0,m
57,management,married,tertiary,white,no,5431,yes,unknown,97,-1,0,m
58,self-employed,married,primary,white,no,671,yes,unknown,16,-1,0,f
47,housemaid,married,tertiary,hispanic,no,1692,yes,cellular,592,-1,0,f
32,services,single,secondary,hispanic,no,995,yes,cellular,119,-1,0,m
32,blue-collar,married,primary,asian,no,1261,yes,cellular,104,182,0,m
37,blue-collar,married,secondary,hispanic,no,242,yes,cellular,139,-1,0,f
30,services,married,primary,white,no,-224,yes,cellular,79,-1,0,m
40,blue-collar,married,primary,white,no,13,yes,unknown,178,-1,0,m
33,technician,single,tertiary,black,no,2164,yes,cellular,8,-1,0,m
49,admin.,married,tertiary,white,no,255,yes,cellular,96,-1,0,f
49,admin.,married,secondary,black,no,3608,yes,cellular,252,168,1,f
54,retired,married,primary,black,no,11,yes,cellular,48,-1,0,m
37,blue-collar,married,secondary,hispanic,no,-83,yes,cellular,179,-1,0,m
32,services,divorced,secondary,white,no,1156,yes,cellular,81,182,0,f
29,blue-collar,single,secondary,hispanic,no,369,yes,cellular,174,346,0,f
35,unemployed,married,primary,asian,no,494,yes,unknown,71,-1,0,m
38,blue-collar,single,secondary,hispanic,no,578,yes,unknown,112,-1,0,m
31,technician,married,secondary,hispanic,no,0,yes,cellular,126,-1,0,f
30,blue-collar,single,secondary,hispanic,no,1012,yes,cellular,22,329,0,m
50,admin.,divorced,secondary,white,no,556,yes,cellular,305,-1,0,f
40,technician,married,secondary,white,no,-312,yes,unknown,198,-1,0,f
45,management,married,primary,asian,no,321,yes,cellular,918,-1,0,m
40,services,married,secondary,white,no,1674,yes,cellular,144,274,0,m
39,blue-collar,married,primary,black,no,398,yes,cellular,256,-1,0,f
29,technician,single,secondary,hispanic,no,401,yes,cellular,127,-1,0,f
38,unemployed,single,secondary,asian,no,223,yes,cellular,698,-1,0,m
39,management,married,secondary,black,no,11835,yes,cellular,744,-1,1,f
48,services,married,primary,asian,no,0,yes,cellular,90,259,0,f
49,admin.,married,secondary,hispanic,no,387,yes,unknown,347,-1,0,f
31,services,divorced,secondary,black,no,1301,yes,cellular,140,-1,0,f
45,housemaid,single,primary,white,no,959,yes,telephone,156,-1,0,m
29,services,married,secondary,white,no,363,yes,cellular,164,-1,0,f
55,services,married,primary,hispanic,no,-747,yes,cellular,265,-1,0,f
37,management,married,tertiary,asian,no,2987,yes,telephone,135,96,0,m
38,management,married,tertiary,hispanic,no,2278,yes,cellular,244,-1,0,m
31,blue-collar,married,secondary,black,no,-13,yes,unknown,260,-1,0,m
30,technician,single,secondary,white,no,3568,yes,cellular,265,-1,0,m
44,unemployed,divorced,secondary,black,no,2108,yes,cellular,152,369,0,f
49,technician,divorced,secondary,white,no,-236,yes,unknown,204,-1,0,f
32,management,single,secondary,white,no,131,yes,cellular,1152,-1,1,f
31,admin.,married,secondary,asian,no,212,yes,cellular,191,-1,0,f
33,blue-collar,single,secondary,black,no,-147,yes,unknown,652,-1,0,m
49,blue-collar,married,primary,white,no,387,yes,unknown,67,-1,0,m
46,services,married,secondary,hispanic,no,9077,yes,cellular,427,337,0,f
31,blue-collar,single,primary,black,no,435,yes,unknown,159,-1,0,m
34,blue-collar,married,secondary,white,no,-563,yes,unknown,252,-1,0,m
44,technician,married,secondary,black,no,266,yes,cellular,72,-1,0,f
38,blue-collar,single,secondary,asian,no,1230,yes,unknown,266,-1,0,f
56,retired,married,secondary,asian,yes,-1122,yes,cellular,220,-1,0,m
58,management,divorced,tertiary,asian,no,5037,yes,cellular,1437,-1,1,m
35,management,married,tertiary,asian,no,317,yes,unknown,162,-1,0,m
33,blue-collar,married,secondary,white,no,854,yes,cellular,93,-1,0,m
33,technician,married,secondary,black,no,1844,yes,unknown,241,-1,0,m
54,management,married,tertiary,white,no,6525,yes,cellular,231,149,0,m
29,technician,single,tertiary,white,no,406,yes,cellular,119,-1,0,f
31,management,single,secondary,asian,no,360,yes,cellular,309,-1,1,m
28,blue-collar,married,primary,white,no,46,yes,unknown,205,-1,0,f
32,technician,married,secondary,asian,no,908,yes,unknown,64,-1,0,m
48,blue-collar,married,primary,asian,no,214,yes,cellular,246,162,0,m
42,management,married,tertiary,white,no,157,yes,cellular,136,-1,0,m
30,unemployed,married,tertiary,white,no,4696,yes,cellular,172,-1,0,m
32,blue-collar,married,secondary,black,no,320,yes,unknown,198,-1,0,m
42,management,married,secondary,black,no,12282,yes,unknown,984,-1,0,f
58,management,married,tertiary,hispanic,no,44,yes,unknown,288,-1,0,f
49,entrepreneur,married,tertiary,hispanic,no,388,yes,unknown,142,-1,0,f
35,technician,married,secondary,hispanic,no,-1041,yes,cellular,105,-1,0,m
35,blue-collar,single,secondary,asian,no,4963,yes,cellular,456,300,1,m
34,admin.,single,secondary,black,no,892,yes,cellular,177,184,0,f
30,management,married,tertiary,asian,no,0,yes,cellular,127,-1,0,f
31,services,single,secondary,hispanic,no,442,yes,cellular,355,258,0,m
37,technician,single,secondary,asian,no,-59,yes,cellular,70,-1,0,m
38,blue-collar,single,unknown,hispanic,no,10,yes,unknown,266,-1,0,m
28,management,married,tertiary,white,no,3589,yes,cellular,348,-1,0,m
42,admin.,single,tertiary,black,no,168,yes,cellular,295,-1,0,m
52,unemployed,married,unknown,hispanic,no,83,yes,unknown,26,-1,0,m
41,blue-collar,married,unknown,white,no,402,yes,cellular,368,-1,0,m
38,blue-collar,married,secondary,asian,no,164,yes,unknown,309,-1,0,f
29,housemaid,married,tertiary,asian,no,96,yes,cellular,226,-1,0,f
39,management,single,tertiary,black,no,572,yes,cellular,153,-1,0,f
30,admin.,single,secondary,hispanic,no,186,yes,cellular,390,-1,0,f
38,blue-collar,married,primary,asian,no,4406,yes,telephone,689,-1,1,f
41,entrepreneur,married,tertiary,black,no,171,yes,unknown,143,-1,0,f
50,self-employed,single,secondary,white,no,0,yes,telephone,590,-1,0,f
44,technician,married,secondary,hispanic,no,2626,yes,unknown,567,-1,0,f
35,management,married,tertiary,black,no,231,yes,unknown,139,-1,0,f
49,technician,divorced,secondary,hispanic,no,181,yes,unknown,230,-1,0,m
33,admin.,single,secondary,asian,no,1221,yes,unknown,245,-1,0,m
45,technician,married,secondary,black,no,280,yes,cellular,562,168,0,m
27,blue-collar,married,primary,white,no,2591,yes,cellular,129,-1,0,f
34,technician,married,secondary,white,no,178,yes,cellular,253,-1,0,m
30,services,married,secondary,hispanic,no,292,yes,cellular,651,-1,0,m
37,services,divorced,secondary,white,no,904,yes,unknown,507,-1,0,m
45,technician,married,secondary,asian,no,1786,yes,telephone,78,-1,0,m
45,blue-collar,married,primary,black,no,193,yes,cellular,116,-1,0,f
59,blue-collar,married,primary,white,no,6271,yes,cellular,102,-1,0,m
50,admin.,married,secondary,white,no,0,yes,unknown,626,-1,0,f
32,technician,single,tertiary,white,no,13711,yes,cellular,638,175,0,m
37,technician,divorced,tertiary,asian,no,1762,yes,cellular,309,317,0,m
25,blue-collar,married,secondary,white,no,316,yes,unknown,360,-1,0,f
48,entrepreneur,divorced,tertiary,hispanic,no,0,yes,unknown,139,-1,0,m
36,entrepreneur,married,unknown,asian,no,298,yes,unknown,215,-1,0,f
32,blue-collar,married,primary,hispanic,no,-105,yes,telephone,454,-1,0,f
37,admin.,married,secondary,asian,no,352,yes,cellular,107,-1,0,f
54,blue-collar,married,primary,black,no,-239,yes,unknown,29,-1,0,m
60,management,married,primary,asian,no,0,yes,cellular,111,-1,0,m
32,technician,married,secondary,asian,no,557,yes,cellular,91,-1,0,f
36,management,single,tertiary,white,no,1089,yes,unknown,126,-1,0,m
25,management,single,tertiary,white,no,490,yes,unknown,246,-1,0,m
45,management,married,tertiary,black,no,273,yes,cellular,94,-1,0,f
46,technician,divorced,secondary,asian,no,-154,yes,cellular,215,294,0,f
33,management,single,tertiary,black,no,-625,yes,unknown,399,-1,0,f
32,technician,single,tertiary,hispanic,no,632,yes,cellular,82,-1,0,m
44,technician,married,primary,asian,no,-1379,yes,unknown,140,-1,0,m
36,blue-collar,married,primary,asian,no,223,yes,unknown,12,-1,0,m
33,admin.,single,tertiary,white,no,867,yes,cellular,247,-1,0,f
32,technician,married,secondary,hispanic,no,1840,yes,cellular,99,-1,0,f
31,self-employed,single,secondary,hispanic,no,532,yes,unknown,90,-1,0,f
38,management,single,tertiary,black,no,1027,yes,cellular,387,188,0,m
22,services,married,secondary,black,no,83,yes,unknown,101,-1,0,f
33,services,married,secondary,white,no,174,yes,cellular,45,298,0,f
49,self-employed,married,tertiary,hispanic,no,2199,yes,unknown,98,-1,0,m
39,services,single,secondary,asian,no,-388,yes,unknown,1135,-1,0,f
46,blue-collar,married,primary,white,no,1,yes,telephone,270,-1,0,f
44,unemployed,married,tertiary,white,no,1151,yes,unknown,127,-1,0,f
32,management,single,tertiary,hispanic,no,1731,yes,unknown,323,-1,0,f
34,entrepreneur,married,secondary,asian,no,3119,yes,unknown,250,-1,0,m
33,management,single,tertiary,white,no,3495,yes,cellular,11,-1,0,m
51,blue-collar,married,primary,asian,no,129,yes,cellular,611,-1,1,m
29,blue-collar,married,primary,hispanic,no,7,yes,cellular,69,-1,0,m
50,retired,married,tertiary,white,no,4,yes,cellular,67,-1,0,m
32,admin.,married,secondary,white,no,497,yes,unknown,92,-1,0,m
55,self-employed,married,tertiary,hispanic,no,1810,yes,cellular,296,-1,0,m
36,management,married,tertiary,black,no,5057,yes,cellular,70,166,0,f
34,entrepreneur,married,primary,asian,no,7279,yes,cellular,882,-1,1,f
40,technician,single,secondary,white,no,2017,yes,cellular,105,244,0,m
52,management,married,secondary,asian,no,-892,yes,cellular,295,-1,0,f
45,unemployed,single,secondary,white,no,0,yes,cellular,113,-1,0,f
28,technician,single,tertiary,white,no,75,yes,cellular,233,-1,0,f
37,services,married,secondary,white,no,812,yes,cellular,184,-1,0,m
32,management,single,tertiary,white,no,1804,yes,unknown,73,-1,0,f
36,unemployed,single,secondary,hispanic,no,490,yes,unknown,265,-1,0,f
37,admin.,married,primary,asian,no,214,yes,cellular,645,-1,1,m
44,technician,single,unknown,hispanic,no,78,yes,unknown,13,-1,0,f
50,blue-collar,divorced,primary,hispanic,no,-19,yes,cellular,407,-1,0,f
38,blue-collar,married,secondary,black,no,1391,yes,telephone,614,-1,0,m
33,blue-collar,married,secondary,black,no,463,yes,cellular,27,-1,0,f
50,management,married,primary,black,no,117,yes,telephone,216,-1,0,m
33,management,married,tertiary,black,no,322,yes,cellular,77,-1,0,m
37,management,married,tertiary,asian,no,393,yes,cellular,567,275,1,m
37,self-employed,married,tertiary,hispanic,no,144,yes,unknown,247,-1,0,f
58,retired,divorced,unknown,black,no,5920,yes,cellular,255,-1,0,m
43,technician,single,secondary,hispanic,no,33,yes,unknown,93,-1,0,m
40,blue-collar,single,primary,black,no,2226,yes,telephone,7,-1,0,m
45,admin.,single,secondary,white,no,-101,yes,cellular,101,301,0,f
32,admin.,divorced,secondary,asian,no,281,yes,unknown,231,-1,0,f
29,blue-collar,married,secondary,white,no,1958,yes,cellular,112,349,0,f
50,admin.,married,secondary,black,no,3608,yes,cellular,176,197,1,f
30,admin.,married,secondary,black,no,40,yes,unknown,108,-1,0,f
30,management,single,secondary,asian,no,340,yes,cellular,136,361,0,f
31,technician,married,secondary,white,no,522,yes,cellular,308,-1,0,f
51,management,married,tertiary,white,no,1944,yes,unknown,217,-1,0,m
30,admin.,married,secondary,black,no,11,yes,cellular,157,-1,0,m
36,blue-collar,married,secondary,asian,no,136,yes,unknown,38,-1,0,f
40,blue-collar,married,secondary,white,no,1023,yes,cellular,64,336,0,m
47,services,married,secondary,black,no,1549,yes,unknown,95,-1,0,f
44,management,married,primary,hispanic,no,2276,yes,unknown,321,-1,0,m
